concept	property	prop_count	pos_tag	is_only_adj	is_last_word_noun
couchs	 black	28	[('black', 'JJ')]	True	False
twitter	online social	11	[('online', 'JJ'), ('social', 'JJ')]	True	False
brace	assistive	15	[('assistive', 'JJ')]	True	False
keyboard	common	802	[('common', 'JJ')]	True	False
book	good	61	[('good', 'JJ')]	True	False
california	southern	60	[('southern', 'JJ')]	True	False
citrate	organic	355	[('organic', 'JJ')]	True	False
cold	small	653	[('small', 'JJ')]	True	False
inventor	 individual	182	[('individual', 'JJ')]	True	False
foam	synthetic	126	[('synthetic', 'JJ')]	True	False
bath	famous	126	[('famous', 'JJ')]	True	False
amazon	popular	467	[('popular', 'JJ')]	True	False
electricity	normal	79	[('normal', 'JJ')]	True	False
divorce	common	802	[('common', 'JJ')]	True	False
softball	active	130	[('active', 'JJ')]	True	False
heart disease	 different	40	[('different', 'JJ')]	True	False
diarrhea	common medical	14	[('common', 'JJ'), ('medical', 'JJ')]	True	False
cooking	traditional	682	[('traditional', 'JJ')]	True	False
helminthic infections	 common	142	[('common', 'JJ')]	True	False
measles	viral	54	[('viral', 'JJ')]	True	False
tool	dangerous	53	[('dangerous', 'JJ')]	True	False
citibank	commercial	172	[('commercial', 'JJ')]	True	False
deceased	 individual	182	[('individual', 'JJ')]	True	False
tin	natural	709	[('natural', 'JJ')]	True	False
potassium	aqueous	12	[('aqueous', 'JJ')]	True	False
chest x ray	diagnostic	65	[('diagnostic', 'JJ')]	True	False
ring	hard	160	[('hard', 'JJ')]	True	False
radio	technological	54	[('technological', 'JJ')]	True	False
igneous rocks	 uncommon	19	[('uncommon', 'JJ')]	True	False
metabolism	genetic	42	[('genetic', 'JJ')]	True	False
butter	perishable	38	[('perishable', 'JJ')]	True	False
punjab	northern	42	[('northern', 'JJ')]	True	False
rage	negative	109	[('negative', 'JJ')]	True	False
china	economic	142	[('economic', 'JJ')]	True	False
fireplace	original	52	[('original', 'JJ')]	True	False
home renovation	small	653	[('small', 'JJ')]	True	False
erosion	geological	15	[('geological', 'JJ')]	True	False
employment status	demographic	126	[('demographic', 'JJ')]	True	False
dairy	heavy	207	[('heavy', 'JJ')]	True	False
lactose	common	802	[('common', 'JJ')]	True	False
time	limited	34	[('limited', 'JJ')]	True	False
thickness	optical	72	[('optical', 'JJ')]	True	False
young	vulnerable	45	[('vulnerable', 'JJ')]	True	False
monoethanolamine	organic	355	[('organic', 'JJ')]	True	False
probability	statistical	99	[('statistical', 'JJ')]	True	False
pension fund	sophisticated	22	[('sophisticated', 'JJ')]	True	False
morphine	addictive	19	[('addictive', 'JJ')]	True	False
papaya	tropical	70	[('tropical', 'JJ')]	True	False
tsunami	catastrophic	30	[('catastrophic', 'JJ')]	True	False
usa	british	32	[('british', 'JJ')]	True	False
mathematic	formal	60	[('formal', 'JJ')]	True	False
ear infections	 common	142	[('common', 'JJ')]	True	False
vertigo	physical	686	[('physical', 'JJ')]	True	False
antimicrobial	pharmacological	36	[('pharmacological', 'JJ')]	True	False
dallas	southern	60	[('southern', 'JJ')]	True	False
peat	biological	197	[('biological', 'JJ')]	True	False
axle	large	852	[('large', 'JJ')]	True	False
steel	large	852	[('large', 'JJ')]	True	False
training	military	18	[('military', 'JJ')]	True	False
acrylic	traditional	682	[('traditional', 'JJ')]	True	False
size	physicochemical	72	[('physicochemical', 'JJ')]	True	False
ethnicity	clinical	183	[('clinical', 'JJ')]	True	False
enthusiasm	positive	70	[('positive', 'JJ')]	True	False
blue	contemporary	73	[('contemporary', 'JJ')]	True	False
steel	hard	160	[('hard', 'JJ')]	True	False
climate	regional	56	[('regional', 'JJ')]	True	False
hemothorax	pulmonary	23	[('pulmonary', 'JJ')]	True	False
south african airways	international	277	[('international', 'JJ')]	True	False
human rights watch	international	277	[('international', 'JJ')]	True	False
saw	portable	91	[('portable', 'JJ')]	True	False
systemic lupus erythematosus	classical	92	[('classical', 'JJ')]	True	False
precipitation	hydrological	10	[('hydrological', 'JJ')]	True	False
pulp	industrial	201	[('industrial', 'JJ')]	True	False
medical device	critical	172	[('critical', 'JJ')]	True	False
dyslipidemia	modifiable	28	[('modifiable', 'JJ')]	True	False
san francisco	western	106	[('western', 'JJ')]	True	False
health	common	802	[('common', 'JJ')]	True	False
freedom of expression	fundamental	87	[('fundamental', 'JJ')]	True	False
dna replication	cellular	81	[('cellular', 'JJ')]	True	False
honda	corporate	79	[('corporate', 'JJ')]	True	False
sample volume	analytical	77	[('analytical', 'JJ')]	True	False
stem cell	biomedical	16	[('biomedical', 'JJ')]	True	False
nero	musical	86	[('musical', 'JJ')]	True	False
leather	traditional	682	[('traditional', 'JJ')]	True	False
sony	multinational	53	[('multinational', 'JJ')]	True	False
nokia	multinational	53	[('multinational', 'JJ')]	True	False
map	authentic	23	[('authentic', 'JJ')]	True	False
wedge	commercial	172	[('commercial', 'JJ')]	True	False
rose	essential	297	[('essential', 'JJ')]	True	False
password	common	802	[('common', 'JJ')]	True	False
hydroelectric	renewable	60	[('renewable', 'JJ')]	True	False
nitrile	common	802	[('common', 'JJ')]	True	False
generator	mechanical	187	[('mechanical', 'JJ')]	True	False
long jump	athletic	32	[('athletic', 'JJ')]	True	False
weddings	private	142	[('private', 'JJ')]	True	False
parking lot	basic	667	[('basic', 'JJ')]	True	False
aldehyde	organic	355	[('organic', 'JJ')]	True	False
embarrassment	social	388	[('social', 'JJ')]	True	False
confusion	potential	99	[('potential', 'JJ')]	True	False
red cross	international	277	[('international', 'JJ')]	True	False
ridge	topographic	15	[('topographic', 'JJ')]	True	False
globalization	economic	142	[('economic', 'JJ')]	True	False
hydrogen peroxide	oxidative	12	[('oxidative', 'JJ')]	True	False
bulrush	aquatic	90	[('aquatic', 'JJ')]	True	False
glass	porous	73	[('porous', 'JJ')]	True	False
tobacco	traditional	682	[('traditional', 'JJ')]	True	False
building	stationary	18	[('stationary', 'JJ')]	True	False
tingling	abnormal	11	[('abnormal', 'JJ')]	True	False
rituximab	biological	197	[('biological', 'JJ')]	True	False
curb	urban	75	[('urban', 'JJ')]	True	False
nerve	soft	247	[('soft', 'JJ')]	True	False
tilapia	exotic	119	[('exotic', 'JJ')]	True	False
apple	big	266	[('big', 'JJ')]	True	False
martin luther	religious	51	[('religious', 'JJ')]	True	False
microarray	innovative	31	[('innovative', 'JJ')]	True	False
amino acid	natural	709	[('natural', 'JJ')]	True	False
salt	dynamic	54	[('dynamic', 'JJ')]	True	False
medium	liberal	22	[('liberal', 'JJ')]	True	False
drilling	traditional	682	[('traditional', 'JJ')]	True	False
educational level	socioeconomic	32	[('socioeconomic', 'JJ')]	True	False
bhp billiton	big	266	[('big', 'JJ')]	True	False
chemical	difficult	49	[('difficult', 'JJ')]	True	False
cortisone	oral	110	[('oral', 'JJ')]	True	False
waterway	structural	156	[('structural', 'JJ')]	True	False
pear	hard	160	[('hard', 'JJ')]	True	False
obesity	pathological	80	[('pathological', 'JJ')]	True	False
safflower oil	unsaturated	28	[('unsaturated', 'JJ')]	True	False
ethic	contemporary	73	[('contemporary', 'JJ')]	True	False
indoor pool	recreational	163	[('recreational', 'JJ')]	True	False
moisture	residual	12	[('residual', 'JJ')]	True	False
shower chair	durable	64	[('durable', 'JJ')]	True	False
scalability	non functional	12	[('non', 'JJ'), ('functional', 'JJ')]	True	False
cruise control	great	178	[('great', 'JJ')]	True	False
drinking water	basic	667	[('basic', 'JJ')]	True	False
education	free	99	[('free', 'JJ')]	True	False
bon jovi	great	178	[('great', 'JJ')]	True	False
biotechnology	technical	122	[('technical', 'JJ')]	True	False
honeywell	industrial	201	[('industrial', 'JJ')]	True	False
dislocation density	microstructural	14	[('microstructural', 'JJ')]	True	False
xenon	heavy	207	[('heavy', 'JJ')]	True	False
media player	electronic	281	[('electronic', 'JJ')]	True	False
surgery	adjunctive	12	[('adjunctive', 'JJ')]	True	False
moody s	independent	50	[('independent', 'JJ')]	True	False
kitchen	common	802	[('common', 'JJ')]	True	False
behavior	observable	14	[('observable', 'JJ')]	True	False
hydrogen bonding	attractive	19	[('attractive', 'JJ')]	True	False
irritable bowel syndrome	intestinal	18	[('intestinal', 'JJ')]	True	False
lufthansa	international	277	[('international', 'JJ')]	True	False
soybean	leguminous	10	[('leguminous', 'JJ')]	True	False
swiss	hard	160	[('hard', 'JJ')]	True	False
relationship	intangible	43	[('intangible', 'JJ')]	True	False
globalisation	structural	156	[('structural', 'JJ')]	True	False
hydrogen sulfide	volatile	92	[('volatile', 'JJ')]	True	False
cystic fibrosis	medical	456	[('medical', 'JJ')]	True	False
sport	popular	467	[('popular', 'JJ')]	True	False
incentive	institutional	48	[('institutional', 'JJ')]	True	False
matrix	mathematical	54	[('mathematical', 'JJ')]	True	False
canada	bilateral	12	[('bilateral', 'JJ')]	True	False
arson	serious	276	[('serious', 'JJ')]	True	False
building	non financial	19	[('non', 'JJ'), ('financial', 'JJ')]	True	False
bassoon	musical	86	[('musical', 'JJ')]	True	False
toxicology	technical	122	[('technical', 'JJ')]	True	False
urbanization	socioeconomic	32	[('socioeconomic', 'JJ')]	True	False
home	real	43	[('real', 'JJ')]	True	False
merrill lynch	financial	212	[('financial', 'JJ')]	True	False
canoe	personal	635	[('personal', 'JJ')]	True	False
physical therapy	therapeutic	70	[('therapeutic', 'JJ')]	True	False
temperature	seasonal	75	[('seasonal', 'JJ')]	True	False
management	critical	172	[('critical', 'JJ')]	True	False
malnutrition	environmental	592	[('environmental', 'JJ')]	True	False
baseball	professional	165	[('professional', 'JJ')]	True	False
pregnant woman	sensitive	195	[('sensitive', 'JJ')]	True	False
range	statistical	99	[('statistical', 'JJ')]	True	False
retail store	commercial	172	[('commercial', 'JJ')]	True	False
steam	gaseous	27	[('gaseous', 'JJ')]	True	False
methyl isobutyl ketone	organic	355	[('organic', 'JJ')]	True	False
hoarseness	local	332	[('local', 'JJ')]	True	False
grain	perishable	38	[('perishable', 'JJ')]	True	False
asphalt	severe	151	[('severe', 'JJ')]	True	False
uv absorber	conventional	429	[('conventional', 'JJ')]	True	False
client	external	443	[('external', 'JJ')]	True	False
british airways	national	122	[('national', 'JJ')]	True	False
yeast saccharomyces cerevisiae	eukaryotic	17	[('eukaryotic', 'JJ')]	True	False
artist	basic	667	[('basic', 'JJ')]	True	False
lte	cellular	81	[('cellular', 'JJ')]	True	False
fresh fruit	unprocessed	12	[('unprocessed', 'JJ')]	True	False
spanking	physical	686	[('physical', 'JJ')]	True	False
government policy	environmental	592	[('environmental', 'JJ')]	True	False
opal	precious	24	[('precious', 'JJ')]	True	False
indigenous people	vulnerable	45	[('vulnerable', 'JJ')]	True	False
dust	common	802	[('common', 'JJ')]	True	False
chemical	combustible	79	[('combustible', 'JJ')]	True	False
dental disease	 preventable	18	[('preventable', 'JJ')]	True	False
india	geographical	32	[('geographical', 'JJ')]	True	False
town	urban	75	[('urban', 'JJ')]	True	False
gulliver s travels	educational	56	[('educational', 'JJ')]	True	False
shipping	functional	143	[('functional', 'JJ')]	True	False
white	neutral	42	[('neutral', 'JJ')]	True	False
smoking	addictive	19	[('addictive', 'JJ')]	True	False
marble	traditional	682	[('traditional', 'JJ')]	True	False
software engineering	professional	165	[('professional', 'JJ')]	True	False
growth	macroeconomic	33	[('macroeconomic', 'JJ')]	True	False
tower of london	famous	126	[('famous', 'JJ')]	True	False
meningitis	systemic	124	[('systemic', 'JJ')]	True	False
citigroup	big	266	[('big', 'JJ')]	True	False
morality	 social	10	[('social', 'JJ')]	True	False
bmi	demographic	126	[('demographic', 'JJ')]	True	False
proliferation	complex	256	[('complex', 'JJ')]	True	False
rash	clinical	183	[('clinical', 'JJ')]	True	False
film	authentic	23	[('authentic', 'JJ')]	True	False
catholic charities	religious	51	[('religious', 'JJ')]	True	False
bin	removable	34	[('removable', 'JJ')]	True	False
household appliance	durable	64	[('durable', 'JJ')]	True	False
physical	traumatic	31	[('traumatic', 'JJ')]	True	False
ester	aprotic	19	[('aprotic', 'JJ')]	True	False
hurricane	powerful	50	[('powerful', 'JJ')]	True	False
ethnic minority	social	388	[('social', 'JJ')]	True	False
defoaming agent	conventional	429	[('conventional', 'JJ')]	True	False
dispersing agent	optional	126	[('optional', 'JJ')]	True	False
cooperation	intellectual	16	[('intellectual', 'JJ')]	True	False
temple	religious	51	[('religious', 'JJ')]	True	False
encryption	technical	122	[('technical', 'JJ')]	True	False
ipad	modern	309	[('modern', 'JJ')]	True	False
itv	english	18	[('english', 'JJ')]	True	False
scar	facial	25	[('facial', 'JJ')]	True	False
hope	positive	70	[('positive', 'JJ')]	True	False
balcony	architectural	54	[('architectural', 'JJ')]	True	False
coconut	healthy	115	[('healthy', 'JJ')]	True	False
kandinsky	famous	126	[('famous', 'JJ')]	True	False
chill	severe	151	[('severe', 'JJ')]	True	False
social class	environmental	592	[('environmental', 'JJ')]	True	False
warren buffett	great	178	[('great', 'JJ')]	True	False
fine	civil	18	[('civil', 'JJ')]	True	False
respect	positive	70	[('positive', 'JJ')]	True	False
eating	addictive	19	[('addictive', 'JJ')]	True	False
hypertension	medical	456	[('medical', 'JJ')]	True	False
houseplants	 poisonous	37	[('poisonous', 'JJ')]	True	False
american heart association	national	122	[('national', 'JJ')]	True	False
smoking	pathological	80	[('pathological', 'JJ')]	True	False
universities	educational	56	[('educational', 'JJ')]	True	False
manufacturing	secondary	180	[('secondary', 'JJ')]	True	False
pharmacy	ancillary	99	[('ancillary', 'JJ')]	True	False
scanner	electronic	281	[('electronic', 'JJ')]	True	False
trowel	small	653	[('small', 'JJ')]	True	False
kidnapping	illegal	24	[('illegal', 'JJ')]	True	False
dogs	 black	28	[('black', 'JJ')]	True	False
wintergreen	essential	297	[('essential', 'JJ')]	True	False
whole wheat pasta	complex	256	[('complex', 'JJ')]	True	False
protists	 aquatic	11	[('aquatic', 'JJ')]	True	False
endocarditis	serious	276	[('serious', 'JJ')]	True	False
html	electronic	281	[('electronic', 'JJ')]	True	False
gel	conventional	429	[('conventional', 'JJ')]	True	False
guardian	international	277	[('international', 'JJ')]	True	False
acetone	volatile	92	[('volatile', 'JJ')]	True	False
ethnicity	demographic	126	[('demographic', 'JJ')]	True	False
match	personal	635	[('personal', 'JJ')]	True	False
mp3 player	personal electronic	21	[('personal', 'JJ'), ('electronic', 'JJ')]	True	False
recall	statistical	99	[('statistical', 'JJ')]	True	False
temperature	critical	172	[('critical', 'JJ')]	True	False
ginger	aromatic	59	[('aromatic', 'JJ')]	True	False
size	basic	667	[('basic', 'JJ')]	True	False
tax	financial	212	[('financial', 'JJ')]	True	False
presentation	unstructured	16	[('unstructured', 'JJ')]	True	False
elephant	large	852	[('large', 'JJ')]	True	False
perfectionism	personal	635	[('personal', 'JJ')]	True	False
table	temporary	54	[('temporary', 'JJ')]	True	False
hurricane	tropical	70	[('tropical', 'JJ')]	True	False
game	natural	709	[('natural', 'JJ')]	True	False
sofa	basic	667	[('basic', 'JJ')]	True	False
chemotherapy	extrinsic	42	[('extrinsic', 'JJ')]	True	False
karate	strenuous	29	[('strenuous', 'JJ')]	True	False
proton	composite	23	[('composite', 'JJ')]	True	False
gdp	macroeconomic	33	[('macroeconomic', 'JJ')]	True	False
methylamine	weak	33	[('weak', 'JJ')]	True	False
oak	poisonous	16	[('poisonous', 'JJ')]	True	False
villain	 individual	182	[('individual', 'JJ')]	True	False
talc	industrial	201	[('industrial', 'JJ')]	True	False
flower	perishable	38	[('perishable', 'JJ')]	True	False
vomiting	initial	18	[('initial', 'JJ')]	True	False
concrete tile	artificial	61	[('artificial', 'JJ')]	True	False
pepsico	traditional	682	[('traditional', 'JJ')]	True	False
cleaning	soft	247	[('soft', 'JJ')]	True	False
norway	european	108	[('european', 'JJ')]	True	False
brain	serious	276	[('serious', 'JJ')]	True	False
prescription	medical	456	[('medical', 'JJ')]	True	False
style	literary	45	[('literary', 'JJ')]	True	False
heart	critical	172	[('critical', 'JJ')]	True	False
mosquito	parasitic	15	[('parasitic', 'JJ')]	True	False
headlight	conventional	429	[('conventional', 'JJ')]	True	False
chronic malnutrition	 widespread	25	[('widespread', 'JJ')]	True	False
united nations children s fund	international	277	[('international', 'JJ')]	True	False
radial basis function	conventional	429	[('conventional', 'JJ')]	True	False
police	external	443	[('external', 'JJ')]	True	False
live oak	native	76	[('native', 'JJ')]	True	False
date	critical	172	[('critical', 'JJ')]	True	False
fibronectin	endogenous	38	[('endogenous', 'JJ')]	True	False
array	common	802	[('common', 'JJ')]	True	False
frankfurt	european	108	[('european', 'JJ')]	True	False
taylormade	great	178	[('great', 'JJ')]	True	False
crohn s disease	serious	276	[('serious', 'JJ')]	True	False
map2	classical	92	[('classical', 'JJ')]	True	False
buzzer	external	443	[('external', 'JJ')]	True	False
human	sophisticated	22	[('sophisticated', 'JJ')]	True	False
chocolate	perishable	38	[('perishable', 'JJ')]	True	False
pool	good	61	[('good', 'JJ')]	True	False
gender	academic	69	[('academic', 'JJ')]	True	False
