animals	animal species,megaherbivores,wide ranging benthivores,large bodied taxa
winter squash	summer squash,winter squash variety,squash,dry bean,bean,white bean,dried bean
chromosomes	artificial chromosome,gene sequence,chromatin,complex genome,circular dna,mitochondrial gene,genetic component,genome,cellular gene,dna sequence
part of physics	physically relevant quantum field theory,physics based method,quantum mechanic concept,quantum gravity,physical science,scientific theory
physical science	exact science,natural science,science
remedies	medicinal treatment,counter remedy,home remedy,nonmonetary remedy,natural remedy
acoustic instruments	acoustic stringed instrument,electronic musical instrument,mixed instruments,contemporary instrument,modern instrument,acoustic device,music device,sound device,hybrid instrument
guitars	hollowbody electric guitar,solid bodied guitar,good yamaha guitar,iconic fender instrument,pre owned guitar,second generation bass,acoustic stringed instrument,fender s iconic instrument,chordophone
located in closets	on trend bedroom furniture item,built in storage,bedroom furniture,small clothing item,signature basic luxuries,loose bedding,bedding item,nursery bedding,hanging clothing,bulky household item
located in houses	in house department,living room element,standard home amenity
located in rock bands	mixed instruments,typical rock instrument,playing characteristic,music gear,musical instrument
located in studios	audio equipment,sound equipment,disc shaped recording medium,external recording equipment,audio source,audiovisual equipment,audio component,audio production tool
used for folk music	music instrument,traditional musical instrument,musical instrument,stringed musical instrument,elaborate and distinctive musical instrument,form of music
used for playing	play equipment,play area,playing venue,plaything,large player,simple plaything,mode of play,popular instrument,musical instrument,public play area
have string	stringed instrument,string instrument,stringed musical instrument,common stringed instrument,short string,child string small item,handmade instrument,bowed string instrument
music	modern music,popular music,kind of music,type of music,satan s music,classical music
athletes	professional athlete,elite athlete,competitive athlete,endurance athlete,overhand athlete
information	teds information,frequently information,kind of information,concrete information,external information,meta information,patient s information,datum information,form of information
immunity	intracellular immunity,immune response,virulence trait,immune process,immune parameter
financial institutions	traditional financial institution,public financial institution,private financial institution,financial service institution,nonbank financial institution,formal financial institution,non-bank financial institution
hundreds	large group,population,tiny group,unit,number,population subgroup,somewhat higher number,admixed population,group quarter,quarter
nooks	unoccupied area,outdoor space,hiding space
part of brazils	part of latin america,south american country,part of the country,southern hemisphere country
abbreviations	written abbreviation,common abbreviation,latin abbreviation,shorthand designation,identifiers,variant spelling,names
phobia	complex phobia,minor phobia,psychological co morbidity,psychological disorder
simple phobia	complex phobia,minor phobia,phobia,psychological co morbidity,psychological morbidity,psychiatric co morbidity,psychiatric morbidity,psychiatric comorbidity,psychological comorbidity,psychopathological symptom
configurations	configuration property,configuration setting,arrangement,system configuration,configuration feature,complicated configuration,layout,simple configuration,spatial interaction
legal forms	legal document,legal documentation,real estate legal document,court document,legal instrument,legal paper,legal text,contract document material
amides	dicarboxylates,pegylated compound,alkyl amine
fiber	unusual fiber,natural fiber,short fiber
thermoplastic	thermoplastic material,porous thermoplastic,alloplastic material,thermoplastic polymer,thermoplastic resin,viscoelastic material,poroelastic material,thermoplastic polyester,thermoset material
rt supplies	homebrew supply,essential product,ancillary product
paint	paint material,paint product,water based paint,aerosol paint,quality paint,paint component,medium viscosity paint,washable paint
located in factories	type of industrial equipment,industrial equipment,industrial product,type of machinery,manufacturing product,myriad industrial product
